url,title,description,bedrooms,bathrooms,floor_area_sqm,street_address,city,region,latitude,longitude,amenities,price,lot_area_sqm,property_type_raw
https://www.lamudi.com.ph/property/41032-73-a8f679e2b5ab-56ea-19e88d5-aacf-7227,Commercial Lot For Sale in Poblacion,"Commercial/ Residential Lot For Sale in Poblacion Lilo-an, Cebu
Lot Area: 6,677 sq.m
4, 333sqm titled lot
1,173 sq. m tax dec only w/ approved plan
1,173 sq m tax dec only w/ appeoved plan
Price: 20, 000 per sq.m
Buyer to shoulder Bir Taxes and transfer charges.
✅Note: National. Road frontage is 12 meters wide.

For more info and unit viewing, you may call/text/send dm

👩Abegail Revilla 
☎️ 0929770---- 
📧 abegailrev----@gmail.com
REB PRC Lic. No. 33314
DHSUD Reg. No. R7-B-",,,,"Poblacion, Liloan, Cebu, Pilipinas",Liloan,Cebu,10.4045572,123.9889356,,133540000,6677.0,Accommodation | land | Commercial Lot
https://www.lamudi.com.ph/property/41032-73-e1942f900a75-10d-19e8777-80d1-780b,Residential Lot For Sale in Cebu,"Overlooking Lot for Sale at Peak Central Monterrazas de Cebu “for more information Let’s Talk 0945140----”

Down Hill Lot: (Viewing – Cebu City, Mactan Cebu, Olanggo Island, Busay , North Cebu and SM SRP Talisay)
Lot Area: 731 SQ.M.
Lot Frontage: 20.93 Meters
Selling Price: Php62,135,000.00 Exclusive Taxes

PEAK CENTRAL AMENITIES: Resort type clubhouses at The Peaks, Multi-sport courts, Trails for walking or jogging, Clustered communities, Scenic view deck, Playgrounds and pocket parks, Leisure areas, Village administration, Village town centers, Cluster gates and guardhouses, Commercial areas, Fully concreted road network, Electrical distribution system, Centralized water distribution network, Integrated drainage system, Telecommunication and cable TV network, Professionally managed maintenance, 24 hour security services, Minimal ecological disturbance and Nature protection provisions

MODE OF PAYMENTS
Reservation Fee: Php500,000.00
Option 1: Cash 
Option 2: Bank Financing

For More Information and Clarification: Please Contact Me.
SIMPLECIO N. SANTILLAN, RES
Santillan Real Estate Brokerage
Accreditation No.: 29352
PRC Res. No. 73 Series of 2025
Under PRC Licensed No.: 0033916
DHSUD No. R7-A-04/21-1308
Globe Mobile, Viber, WhatsApp #: +63945140----
https://www.youtube.com/@SantillanRealEstateBroke----
https://www.santillanrealty.com/property/overlooking-lot-at-peak-central-monterrazas-de-c----",,,,"Monterrazas De Cebu, Negros Road, Cebu City, Lalawigan ng Cebu, Pilipinas",Cebu,Cebu,10.324419,123.8712144,"Garage, Security, Swimming pool",62135000,731.0,Accommodation | land | OVERLOOKING LOT
https://www.lamudi.com.ph/property/41032-73-e2b5c4c49097-4c8a-19e8773-92ac-70c5,Commercial Lot For Sale in Cebu,"🔑 Key Features
•	Total Lot Area: 2,388 square meters
•	Zoning: Residential / Mixed-use
•	Frontage: 55 m. wide along Sabellano Street
•	Topography: Gradually elevated – ready for development
•	Ownership: Titled, with clean documents
🏙️ Location Highlights
•	Strategically located in Pardo, Cebu City, a peaceful yet highly accessible community.
•	Just minutes away from:
o	South Road Properties (SRP)
o	SM Seaside City Cebu
o	Schools, hospitals, and major commercial centers
•	Easy access to public transportation and major road networks
•	Strong local demand for upscale residential and commercial developments
📞 Contact Us Today for details and assisted ocular.",,,,"E.Sabellano, Kinasang-An Pardo, Cebu City, Cebu, Central Visayas, PHL",Cebu,Cebu,10.28492423183483,123.8546487433777,,Request Details,2388.0,"Accommodation | land | Commercial Vacant 2,388 sqm along Sabellano Street, Kinasang-an, Pardo, Cebu City"
https://www.lamudi.com.ph/property/41032-73-e672514938c2-e96d-19e9341-9f26-7843,Beach Lot For Sale in Lower Becerril,"Boljoon Beach Front Property for Sale

Located in Poblacion Boljoon Cebu

Status: Available for viewing

Beachfront property available in Boljoon. Ideal for resort development, vacation home, retirement property, or long-term investment.

Beach lot for sale located in Boljoon, Cebu.

Clean title. Along barangay road with electricity and water available.

Ideal for resort, retirement home, Airbnb, or investment.

Peaceful area with beautiful sea view and white sand shoreline.

Nearby Attractions:

Boljoon Church

Oslob Whale Shark Watching

Tumalog Falls

Property Details:

Lot Area: 3,257 sqm

Price: P 25,000,000.00

Clean title / updated documents available

=======
Please feel free to reach out if you have any questions or need further assistance. 
JEAN AMANCIA 
CONTACT no. +63 917129---- 
Real Estate Broker and Appraiser 
PRC lic. # 0036428",,,,"Poblacion, Boljoon, Cebu, Pilipinas",Boljoon,Cebu,9.6248431,123.4761861,Garage,25000000,3257.0,"Accommodation | land | 3,257 sqm Beachfront Property"
https://www.lamudi.com.ph/property/41032-73-10431e755758-14d0-19e7e5b-b5df-7726,Commercial Lot For Sale in Capitol Site,"For Sale: Prime 600 sqm Corner Commercial Lot

Location: Don Mariano Cui

Total lot area: 600 sqm
Price: ₱180,000/sqm
Not including taxes (Vatable)
Buyer to shoulder all taxes and transfer charges.

Property Details: 
- Full flat
- ⁠with average rental income of ₱100k per month


Disclaimer: Price may change without prior notice.",,,,"Don Mariano Cui Street, Cebu City, Lalawigan ng Cebu, Pilipinas",Cebu,Cebu,10.312576,123.8909273,,108000000,600.0,Accommodation | land | Corner Commercial Lot
https://www.lamudi.com.ph/property/41032-73-1404d3eb4056-92cd-19e83d2-b90f-7811,Residential Lot For Sale in Casili,"Build your dream home with breathtaking mountain and city views in a peaceful, private enclave in Consolacion, Cebu 
Royale Cebu Estates, Consolacion, Cebu
 Lot Area: 361 sqm
 Cul-de-sac lot – quiet, secure, and exclusive
 Scenic mountain & city views
 Price: Php 8,000,000.00
 Buyer to shoulder the taxes and transfer charges.
Disclaimer: Price may change without prior notice.

For more info and unit viewing, you may call/text/send dm

👩Abegail Revilla 
☎️ 0929770---- 
📧 abegailrev----@gmail.com
REB PRC Lic. No. 33314
DHSUD Reg. No. R7-B-06/23-7518",,,,"Royale Cebu Estates, Consolacion, Cebu, Pilipinas",Consolacion,Cebu,10.3746152,123.9540625,,8000000,361.0,Accommodation | land | Lot
https://www.lamudi.com.ph/property/41032-73-1583ab441ebb-7d7e-19e7858-8dea-7403,Commercial Lot For Sale in Tabunoc,"INVESTMENT ALERT💁‍♂️
PRIME INVESTMENT LOT FOR SALE – TABUNOK, TALISAY CITY! ✨💁‍♂️
📍 Highly Accessible | Strategic Location | High Potential
Unlock endless possibilities with this premium commercial lot located in the heart of Tabunok, Talisay City—just a short walk to Gaisano Grand Mall!
🔹 Lot Area: 1,171 sqm
🔹 Wide Frontage: 30 meters
🔹 Two‑Way Road Access – excellent visibility and easy entry
🔹 Ideal for: Warehouse, apartments, commercial or mixed‑use development
💡 Surrounded by established businesses and residential communities, this property is perfect for investors and developers looking for strong foot traffic and long‑term value appreciation.
💰 Selling Price: ₱19,000 per sqm (NET)/ neg
✅ Clean title | Ready for development
🌟 Location. Accessibility. Potential.
This is a rare opportunity to own a large, well‑positioned lot in one of Talisay City’s most active areas.

For more info and unit viewing, you may call/text/send dm

👩Abegail Revilla 
☎️ 0929770---- 
📧 abegailrev----@gmail.com
REB PRC Lic. No. 33314
DHSUD Reg. No. R7-B-06/23-7518",,,,"Tabunok Talisay Cebu, Cebu City, Lalawigan ng Cebu, Pilipinas",Talisay,Cebu,10.2636249,123.8395261,,22249000,1171.0,Accommodation | land | Prime lot
https://www.lamudi.com.ph/property/41032-73-30b36feeb1d8-46a4-19e7a65-b2d2-76ed,Land For Sale in Nangka,"Residential Lot for Sale in Nangka Consolacion

Flood Free Elevated Area‼️
Fews mins. drive to National Main Road

Price: 6,500sqm (Negotiable)
Lot area: 1,785sqm 
33.24 meters Frontage
Flat Terrain
Inclusive of Capital Gain Tax
Titled
Complete Docs

Mode of Payment:
Cash

For interested buyer, pls contact for assistance and site viewing:
🏠Jerson S. Rejano / YDH Realty Services Inc.
🏠PRC Res#81 Series of 2024
🏠DHSUD R7 No.A-8/2-1250
📱Smart/Viber: 0947867----
📱TM/WhatsApp: 0905739----
Under Licensed Real Estate Broker",,,,"Nangka Purok 4 Road, Consolacion, Lalawigan ng Cebu, Pilipinas",Consolacion,Cebu,10.3712509,123.9621427,,11602500,1785.0,Accommodation | land | Residential Lot
https://www.lamudi.com.ph/property/41032-73-3c95025fb9c1-d5d4-19e7ca8-b56c-7453,Residential Lot For Sale in Poblacion Ward II,"A beautifully maintained apartment style home located in Abuno, Tunghaan, Minglanilla Cebu. 

Offering 5 Bedrooms, 4 Bathrooms, 3 Living Spaces, 3 Kitchens and 3 Laundry Areas. Step inside to soaring ceilings, abundant lights and a seamless open concept layout ideal for everyday living and entertainment. Additional highlights includes 3 split type AC's and 3 window type AC. Whether you are searching for your next home or great investment opportunity, this property offers comfort, space functionality and an excellent location along the highway. Don't miss the opportunity to make this apartment style beautiful home yours- this home is a must- see.",,,200.0,"Melchon Moto Parts, Cebu South Road, Tungkop, Minglanilla, Cebu, Central Visayas, PHL",Minglanilla,Cebu,10.24137139,123.78456185,"Air conditioning, Garage, Playground, Security",22000000,,Accommodation | land | Spacious 5 Bedrooms Apartment Style House and Lot
https://www.lamudi.com.ph/property/41032-73-41d3a93eddad-28d8-19e7f0f-a39c-71f7,Residential Lot For Sale in Tamiao,"LOT For SALE in Compostela, Cebu
Location: Summer Hills Subd., Brgy. Tamiao, Compostela, Cebu   
LOT DETAILS:
Lot Area : 120 sq.m
Frontage: 10 meters
Amenities:
Multi-purpose clubhouse
Swimming pool
Tennis court
Basketball court
Underground storm drainage system
Wide concrete road network
Mercury lamps and shade trees along the road
Complete electrical facilities
Centralized water system
Fully Landscaped Entrance gate with Security Guards
Landscaped open spaces and gardens with tree-lined streets
Fully concrete roads, curbs, gutters, and sidewalks
Selling Price: Php 10K/ Sqm(NET)
Note: Seller -CGT, Buyer- other transfer charges

For more info and unit viewing, you may call/text/send dm

👩Abegail Revilla 
☎️ 0929770---- 
📧 abegailrev----@gmail.com
REB PRC Lic. No. 33314
DHSUD Reg. No. R7-B-06/23-7518",,,,"Summer Hills, Tamiao, Compostela, Cebu, Pilipinas",Compostela,Cebu,10.4408329,124.0008828,,1200000,120.0,Accommodation | land | Lot
https://www.lamudi.com.ph/property/41032-73-523aa20d3f79-8946-19e7d60-80e2-7524,Residential Lot For Sale in Cebu,"📣 📣📣PRICE REDUCED!!!

Monterrazas The Peaks Central Lots for Sale

2 Adjacent Lots
📍Lot Area: 645sqm
Road Frontage: 16.27 meters
📍Lot Area: 639sqm
Road Frontage: 19.98 meters

✔️Terrain: Sloping Downward
✔️View: Beautiful Unobstructed City & Sea Views
✔️Lots may be sold separately

Price: 45k/sqm net of taxes (reduced from 55k/sqm)

For more info and unit viewing, you may call/text/send dm

👩Abegail Revilla 
☎️ 0929770---- 
📧 abegailrev----@gmail.com
REB PRC Lic. No. 33314
DHSUD Reg. No. R7-B-06/23-7518",,,,"Monterrazas Prime (Phase 1), Cebu City, Lalawigan ng Cebu, Pilipinas",Cebu,Cebu,10.3232233,123.8647932,,29025000,645.0,Accommodation | land | Lot
https://www.lamudi.com.ph/property/41032-73-578e57fa413b-a4b6-19e83e1-bd4d-71ae,Land For Sale in Lindogon,"PRIME FARM LOT FOR SALE IN SIMALA, SIBONGA, CEBU ✨🌴

Own a productive farm property today and secure an investment that grows in value tomorrow!

Nestled in the scenic countryside of Simala, Sibonga, Cebu, this beautiful farm lot offers a rare opportunity for investors, farmers, retirees, and entrepreneurs seeking a valuable asset with existing natural resources and excellent accessibility.

📍 Location: Simala, Sibonga, Cebu
🛣️ Along Barangay Road
📏 Lot Area: 17,562 Square Meters
📄 Clean Title & Updated Real Property Taxes
💰 Price: ₱650 per Square Meter (NETT of Taxes)
💵 Total Selling Price: ₱11,415,300

Property Features

🌳 Mature Gemelina Trees
🌳 Valuable Mahogany Trees
🥥 Coconut Trees
🎋 Bamboo Clumps
🚗 Road Accessible
🌿 Peaceful and Green Environment

Why Invest in This Property?

✅ Existing Natural Assets – The mature trees and coconuts add immediate value and future income potential.

✅ Ideal for Multiple Uses – Perfect for farming, agroforestry, farm resort development, retirement living, eco-tourism projects, or land banking.

✅ Excellent Investment Opportunity – Land values continue to appreciate, especially in developing municipalities like Sibonga.

✅ Strategic Location – Located near the world-famous Simala Shrine, one of Cebu's most visited pilgrimage destinations.

✅ Accessible and Convenient – Positioned along a barangay road, making transportation and future development easier.

✅ Secure Ownership – Clean title ensures a hassle-free and secure property transfer.

Imagine the Possibilities

🏡 Build your dream farmhouse
🌱 Establish a sustainable farm business
🌴 Create a nature retreat or farm resort
📈 Hold as a long-term investment and watch its value grow

This is more than just a piece of land—it's an opportunity to build wealth, create income, and own a valuable property in one of Cebu's promising countryside locations.

📞 For inquiries and site viewing appointments:

Mary Ann Coronel
📱 WhatsApp: 0995-353-----
🏢 MDC Realty and Brokerage

Invest in land. Invest in your future.",,,,"Simala Sibonga Cebu, Sibonga, Lalawigan ng Cebu, Pilipinas",Sibonga,Cebu,9.9796216,123.6133804,,11415300,17562.0,Accommodation | land | FARMLOT
https://www.lamudi.com.ph/property/41032-73-5ab3fa50e054-1ae5-19e812a-bab4-7445,Land For Sale in Biasong,"Property ID: SLTL4
Type: Lot for Sale
Location: Biasong, Talisay Cebu
Lot Area: 4331 SqM

Property Features
-	total lot area of 4331 square meters
-	flat and build ready raw land
-	wide road frontage along poce biasong road
-	passable by large commercial vehicles and trucks
-	direct access to overhead electrical power lines and utility poles
-	partially fenced with a concrete perimeter and a gated entrance
-	includes a basic makeshift shed and carport

Location Features
-	nestled in Biasong Talisay city a hub for light industrial and commercial activity
-	just minutes away from the south road properties and the Cebu south coastal road
-	close to major landmarks such as sm seaside city Cebu and the Talisay city hall
-	located in a high demand area for warehousing and distribution centers

This High Potential Commercial Industrial Lot at Biasong Talisay offers a rare and strategic opportunity for your business. It is perfect for those looking to establish a powerhouse presence in southern Metro Cebu. Spanning 4,331 square meters, the land is ideal for warehouse development. Because it features a flat terrain, investors will immediately see its value. Furthermore, the High Potential Commercial Industrial Lot at Biasong Talisay is ready for immediate construction. The property has a wide frontage along Poce Biasong Road. Consequently, large delivery trucks can navigate the entrance with ease. If you have been searching for an Industrial Lot for Sale in Talisay, this property is a prime candidate.

Situated in a rapidly growing zone, this High Potential Commercial Industrial Lot at Biasong Talisay ensures long-term appreciation. It also offers operational efficiency for any enterprise. Specifically, the land is already cleared and secured with a concrete fence. Therefore, you have a head start on site security. Being a High Potential Commercial Industrial Lot at Biasong Talisay, the site features existing utility poles. As a result, the lead time for electrical connection is significantly reduced. In addition, an Industrial Lot for Sale in Talisay like this one rarely stays on the market for long.

Strategically located near the SRP, the High Potential Commercial Industrial Lot at Biasong Talisay offers great connectivity. It links you easily to both Cebu City and southern municipalities. Whether you need a distribution center or a plant, this High Potential Commercial Industrial Lot at Biasong Talisay provides the perfect space. Moreover, the location is necessary to scale your operations effectively. Don't miss the chance to acquire this High Potential Commercial Industrial Lot at Biasong Talisay. It is a premium asset designed for modern commerce. Indeed, the property stands out as an exceptional Industrial Lot for Sale in Talisay for savvy business owners.",,,,"Biasong, Talisay, Lalawigan ng Cebu, Pilipinas",Talisay,Cebu,10.2411514,123.8313596,Security,155000000,4331.0,Accommodation | land | High Potential Commercial Industrial Lot at Biasong Talisay
https://www.lamudi.com.ph/property/41032-73-5ad3810baade-2232-19e78d0-ad48-72c7,Land For Sale in Cebu,"Prime Residential Lot for Sale in Maria Luisa Estate Park, Cebu City

Rare Investment Opportunity in Cebu's Most Prestigious Subdivision

Located inside Maria Luisa Estate Park, Banilad, Cebu City, this prime residential property offers a total land area of 3,211 sqm composed of three clean-titled lots. Positioned just 100 meters from the guardhouse, the property provides convenient access while maintaining the exclusivity and security that Maria Luisa is known for.

Property Highlights
📍 Maria Luisa Estate Park, Banilad, Cebu City
📐 Total Lot Area: 3,211 sqm
- 3 Clean Titles
- Flat Terrain
- Only 100 meters from the guardhouse
- Located in a secure, gated community
- ₱70,000 per sqm

Why This Property?
Prime location in one of Cebu City's most sought-after luxury subdivisions
Ideal for a grand residence, family estate, or long-term investment
Easy access to Cebu IT Park, Cebu Business Park, schools, hospitals, and shopping centers
Large lot sizes within Maria Luisa are increasingly limited and highly valuable

Price: ₱70,000 per sqm

Schedule a viewing today and secure this premium residential lot in Maria Luisa Estate Park, Cebu City.",,,,"Maria Luisa Entrance Road, Cebu City, Lalawigan ng Cebu, Pilipinas",Cebu,Cebu,10.3442423,123.9099079,Security,70000,3211.0,Accommodation | land | Prime Residential Lot
https://www.lamudi.com.ph/property/41032-73-5c4f8dabb6c0-f24-19e843a-8874-7768,Residential Lot For Sale in Cebu,"RUSH LOT FOR SALE with Breathtaking Overlooking Views 🌿
📍 Camella Riverdale, Talamban, Cebu City
Wake up every day to stunning panoramic mountain views and refreshing greenery in one of Cebu’s most exclusive residential communities. Experience the perfect blend of nature, privacy, and modern convenience — ideal for building your dream luxury home.
This elevated property features wide frontage and accessible 2-way road networks, giving homeowners flexibility in designing a spacious and elegant residence tailored to their lifestyle.
✨ Why This Property Stands Out:
✔ Spectacular overlooking mountain view
✔ Elevated lot with cool and relaxing ambiance
✔ Wide frontage for better house design options
✔ Located inside a prestigious master-planned community
✔ Peaceful countryside feel within Cebu City
✔ Ideal for luxury residential development or investment
🏡 Property Details
• Subdivision: Riverdale by Camella Homes
• Block & Lot: Block 1, Lot 3
• Lot Area: 325 SQM
💰 RUSH SALE PRICE:
🔥 ₱15,000 per SQM ONLY
(From ₱19,000 per SQM)",,,,"Metro Cebu Expressway, Pulangbato, Cebu City, Cebu, Central Visayas, PHL",Cebu,Cebu,10.40667384,123.913973,Security,4875000,325.0,"Accommodation | land | Rush Sale Residential Lot in Talamban , Cebu"
https://www.lamudi.com.ph/property/41032-73-62bcccbfc128-13d6-19e7e38-8ea9-7531,Commercial Lot For Sale in Tayud,"INDUSTRIAL Lot for Sale 
Tayud, Liloan,Cebu 
☑️ Good deal price
☑️  Lot Area: 2,382 sq.m.
☑️ Along Barangay Road
☑️ Frontage: 19 meters
☑️ Rectangular Shape Lot
☑️ Fenced and Gated
☑️ Near New Cebu Int'l Container Port
☑️ Accessible by a 40ft Container
Price: Php 12,000 per sqm 
Price May Change w/out prior notice 

For more info and unit viewing, you may call/text/send dm

👩Abegail Revilla 
☎️ 0929770---- 
📧 abegailrev----@gmail.com
REB PRC Lic. No. 33314
DHSUD Reg. No. R7-B-06/23-7518",,,,"Tayud, Liloan, Cebu, Pilipinas",Liloan,Cebu,10.3797702,123.9945086,,28584000,2382.0,Accommodation | land | Industrial Lot
https://www.lamudi.com.ph/property/41032-73-639047cac0aa-c930-19e7f12-b3c5-7253,Residential Lot For Sale in Lamac,"RESIDENTIAL LOT FOR SALE IN MONTEVERDE DE CEBU!
Location: El Monteverde de Cebu, Lamac, Consolacion, Cebu
Overlooking View of the City
Just few mins away from SM Consolacion. 
LOT DETAILS 
Lot Area: 172 sq.m 
2nd Lot from End Lot
Phase 2 Near the Gate
Price: Php14,000 per sq.m 
(Slightly negotiable)
TERM : Cash 
Buyer will pay BIR taxes and transfer fees and other charges.

For more info and unit viewing, you may call/text/send dm

👩Abegail Revilla 
☎️ 0929770---- 
📧 abegailrev----@gmail.com
REB PRC Lic. No. 33314
DHSUD Reg. No. R7-B-06/23-7518",,,,"El Monte Verde de Cebu Lamac Road, New Orleans Street, Consolacion, Cebu, Pilipinas",Consolacion,Cebu,10.3872769,123.9659443,,2408000,172.0,Accommodation | land | Lot
https://www.lamudi.com.ph/property/41032-73-64f3c59fea1e-e0c8-19e7e59-a3fe-759c,Beach Lot For Sale in Bantayan,"🏝️ PRIME BEACHFRONT DEVELOPMENT PROPERTY FOR SALE – BANTAYAN ISLAND, CEBU 🏝️

📍 Location: Sillion, Bantayan Island, Cebu
📐 Lot Area: 9,000+ SQM
🌊 Approx. 80 Meters Beach Frontage
🌅 Direct View of Virgin Island
📄 Clean & Updated Tax Declaration

PROPERTY HIGHLIGHTS:

✅ Wide White Sand Beachfront
✅ Crystal Clear Turquoise Waters
✅ Along Provincial Road – Highly Accessible
✅ Ideal for Resort, Glamping, Airbnb Villas, or Mixed-Use Tourism Project
✅ Peaceful & Exclusive Area with Increasing Tourist Demand
✅ Strong Appreciation & Long-Term Investment Potential

Perfect for:
✔ Resort Developers
✔ Hospitality Investors
✔ Luxury Villa Projects
✔ Private Beach Estate Owners

📩 Schedule a site viewing today and experience the property firsthand#BantayanIsland
#BeachfrontProperty
#CebuRealEstate
#ResortDevelopment
#InvestmentProperty
#LuxuryResort
#BeachfrontLotForSale
#IslandInvestment
#TourismProperty
#CebuPropertie — at Sillion Bantayan Island.






#Lim3
#Glessa1
#Edzel",,,,"Bantayan Island, Lalawigan ng Cebu, Pilipinas",Bantayan,Cebu,11.1999448,123.7405967,,67500000,9000.0,Accommodation | land | Beach Land
https://www.lamudi.com.ph/property/41032-73-69289729edcf-2cd2-19e81d1-9a82-7365,Land For Sale in Cebu,"FOR SALE: Prime Lot in Pristina North

📍 Lot Code: PN393

Lot Area: 672 SQ.M.
Price: ₱67,200,000
Exclusive of taxes and transfer expenses

Property Highlights:
✔ Flat and elevated terrain
✔ Strategically located near the guardhouse
✔ Thru-and-thru lot with dual road access
✔ Excellent accessibility and flexibility for residential development
✔ Ideal for building a spacious luxury home in one of Cebu’s most prestigious communities

Road Frontages:
• Along Main Road – 15.85 meters
• Along Interior Road – 19.82 meters

Location:
https://maps.app.goo.gl/4rB2JeXr8kpMH5D86?g_s----

A rare opportunity to acquire a premium residential lot with two road frontages, offering enhanced accessibility, better site planning options, and long-term value appreciation within Pristina North.

For inquiries and site viewing appointments, send a message today.",,,,"Pristina North, Talamban Road, Cebu City, Lalawigan ng Cebu, Pilipinas",Cebu,Cebu,10.3797793,123.9235638,,67200000,672.0,Accommodation | land | FOR SALE: Prime Lot in Pristina North
https://www.lamudi.com.ph/property/41032-73-70be15bcb51c-c8a-19e83af-be22-7643,Commercial Lot For Sale in Poblacion,"Commercial Lot for Sale in Cordova, Cebu
Strategic Location:
• Only 300 meters from CCLEX
• Approximately 1 km to McDonald’s Cordova and B.E. Condominium Cordova
Lot Area: 2,491 sqm
Price: Php 35,000 per sqm (negotiable)
Payment Terms: Open for terms
Price includes gas station structure, equipments and commercial building and back space for garage or warehouse.
Disclaimer: Price may change without prior notice.

For more info and unit viewing, you may call/text/send dm

👩Abegail Revilla 
☎️ 0929770---- 
📧 abegailrev----@gmail.com
REB PRC Lic. No. 33314
DHSUD Reg. No. R7-B-06/23-7518",,,,"Cordova, Cebu, Pilipinas",Cordova,Cebu,10.2527775,123.9493991,,87185000,2491.0,Accommodation | land | Commercial Lot
https://www.lamudi.com.ph/property/41032-73-7109b15db34b-c8e1-19e7e6e-9118-76fb,Residential Lot For Sale in Alegria,"📣LOT FOR SALE‼️
Location: Golden Meadows Subdivision, Cordova Cebu, Near Club House 
✅ Lot Area: 120 sqm
Blk 17-Lot 10
💰SELLING PRICE: 17,500/sqm
✨Why Choose  Golden Meadows ?
*Prime location
*Near to CCLEX
*Easy access to Resorts, Churches, Malls and Hospitals
*Peaceful and secure community
Buyer to shoulders transfer charges and other related charges
Price May Change w/out Prior Notice 

For more info and unit viewing, you may call/text/send dm

👩Abegail Revilla 
☎️ 0929770---- 
📧 abegailrev----@gmail.com
REB PRC Lic. No. 33314
DHSUD Reg. No. R7-B-06/23-7518",,,,"Golden Meadows, Cordova, Cebu, Pilipinas",Cordova,Cebu,10.2571777,123.9553617,,2100000,120.0,Accommodation | land | Lot
https://www.lamudi.com.ph/property/41032-73-7a30bd829fbd-f994-19e8346-909b-71b4,Residential Lot For Sale in Pakigne,"Prime Lot only located in Lower Pakigne Minglanilla
📌Inside peaceful gated pocket subdivision
Details:
137sqm
Clean title with lot plan
➡️Only 350 meters or 1 minute drive from highway
➡️Only 2-3 min drive to the upcoming Ming Mori Techno Business Park
Price: ₱3M
Buyer shoulder taxes and other related charges.

For more info and unit viewing, you may call/text/send dm

👩Abegail Revilla 
☎️ 0929770---- 
📧 abegailrev----@gmail.com
REB PRC Lic. No. 33314
DHSUD Reg. No. R7-B-06/23-7518",,,,"Lower Pakigne, Minglanilla, Lalawigan ng Cebu, Pilipinas",Minglanilla,Cebu,10.246573,123.806963,,2500000,,Accommodation | land | Lot
https://www.lamudi.com.ph/property/41032-73-7decf3db78cb-a215-19e8125-b584-76e1,Land For Sale in Taytayan,"Suitable for Storage facilities, warehouses, building houses, apartments, and offices.

1060 SqM Lot for Sale in Bogo City, Cebu. Lot For Sale in Taytayan

Landmarks nearby:
- New Bogo City Hall
- New Bus Terminal
- Taytayan Barangay Hall

Property ID: SLCBG1
Type: Lot for Sale
Location: Taytayan, Bogo city, Cebu
Lot Area: 1060 SqM",,,,"Taytayan, Bogo City, Lalawigan ng Cebu, Pilipinas",Bogo,Cebu,11.0440908,123.9889356,Security,8000000,1060.0,Accommodation | land | 1060 SqM Lot
https://www.lamudi.com.ph/property/41032-73-84110e900976-4db-19e7e41-833e-7090,Commercial Lot For Sale in Cebu,"Commercial lot for sale!
Location: V Rama Ave., Calamba, Cebu City
Lot area: 1,862sqm.
Price: Php 110,000.00/sqm.
TSP: Php 204,820,000.00
Buyer to shoulder the taxes and transfer charges including VAT
Disclaimer: Price may change without prior notice.

For more info and unit viewing, you may call/text/send dm

👩Abegail Revilla 
☎️ 0929770---- 
📧 abegailrev----@gmail.com
REB PRC Lic. No. 33314
DHSUD Reg. No. R7-B-06/23-7518",,,,"V Rama Ave, Cebu City, Lalawigan ng Cebu, Pilipinas",Cebu,Cebu,10.3122817,123.8861825,,204820000,1862.0,Accommodation | land | Commercial Lot
https://www.lamudi.com.ph/property/41032-73-889431414ac0-7fbd-19e784f-963f-7240,Commercial Lot For Sale in Tayud,"For Sale: Tayud Liloan Industrial Lot 10,543sqm
Total lot area: 10,543sq
Price: ₱18,000/sq
Not including taxes
Property Details: 
1. Terrain: Flat to rolling 
2. Road Frontage: 33.48 meters 
3. 500meters (+/-) from main highway

For more info and unit viewing, you may call/text/send dm

👩Abegail Revilla 
☎️ 0929770---- 
📧 abegailrev----@gmail.com
REB PRC Lic. No. 33314
DHSUD Reg. No. R7-B-06/23-7518",,,,"Tayud, Liloan, Cebu, Pilipinas",Liloan,Cebu,10.3797702,123.9945086,,189774000,10543.0,Accommodation | land | Industrial Lot
https://www.lamudi.com.ph/property/41032-73-9290dedebae-f998-19e7351-9b39-7096,Land For Sale in Cebu,"FOR SALE!

LOT NEAR CEBU DOC/ CHONGHUA 
600 sqm 
Lot only 
2 titles
Corp sale only 

Asking: 180K/sqm",,,,"Fuente Osmeña Circle, Fuente Osmeña Circle, Cebu City, Lalawigan ng Cebu, Pilipinas",Cebu,Cebu,10.3098543,123.8931559,,180000,600.0,Accommodation | land | Vacant Lot near Cebu Doc and Chong Hua Cebu
https://www.lamudi.com.ph/property/41032-73-9768caf95aee-afd6-19e7f02-93b5-7605,Residential Lot For Sale in Cebu,"Lot for sale in Pit-os , Talamban,Cebu City
Just walking distance from the Highway
Near International Schools
Near Colleges and Public Schools
Adjacent to a High-End Subdivisions
Lot A & B with House 
Lot Area : 710 sqm
Price: 23,336,500
Lot D
Lot Area : 354 sqm with fence
Price: 18,700 per sqm
Lot F
Lot Area : 800 sqm
Price: 16,500 per sqm
Lot G
Lot Area : 943 sqm
Price: 16,500 per sqm
Lot I
Lot Area : 1,079 sqm 
Price: 16,500 per sqm
Lot J
Lot Area : 1,051 sqm with house
Price: 17,110,500
Note: All prices are NEGOTIABLE and Buyer will shoulder transfer taxes  and other transfer charges.
Price may change w/out prior notice 

For more info and unit viewing, you may call/text/send dm

👩Abegail Revilla 
☎️ 0929770---- 
📧 abegailrev----@gmail.com
REB PRC Lic. No. 33314
DHSUD Reg. No. R7-B-06/23-7518",,,,"Pit-os, Cebu City, Lalawigan ng Cebu, Pilipinas",Cebu,Cebu,10.3994516,123.9206393,,17110500,1051.0,Accommodation | land | Lot
